City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,palmer,42.1584,-72.3287,43.65,62,75,12.66,US,1678052789
369,marshall,34.3834,-86.3333,73.71,36,0,4.61,US,1678052789
370,barra dos coqueiros,-10.9089,-37.0386,82.42,74,40,13.8,BR,1678052649
371,alpena,45.0617,-83.4327,44.92,39,0,11.5,US,1678052790
372,seoul,37.5683,126.9778,31.44,71,0,1.14,KR,1678052791
373,vao,-22.6667,167.4833,75.61,71,82,16.62,NC,1678052791
374,mitu,1.1983,-70.1733,79.81,86,91,1.19,CO,1678052791
375,sawakin,19.1059,37.3321,78.51,82,100,6.64,SD,1678052792
376,mount isa,-20.7333,139.5,74.97,94,75,5.75,AU,1678052793
377,srednekolymsk,67.45,153.6833,-43.94,100,66,3.6,RU,1678052793
378,salyan,39.5936,48.9805,50.86,66,45,7.36,AZ,1678052794
379,kamaishi,39.2667,141.8833,38.97,60,87,3.47,JP,1678052794
380,flinders,-34.5833,150.8552,80.38,60,20,10.2,AU,1678052795
381,pisco,-13.7,-76.2167,78.85,65,0,3.44,PE,1678052705
382,monte alegre de sergipe,-10.0272,-37.5622,81.97,53,55,16.4,BR,1678052795
383,houma,29.5958,-90.7195,82.0,48,0,7.0,US,1678052683
384,san quintin,30.4833,-115.95,55.83,63,100,20.04,MX,1678052796
385,zhigansk,66.7697,123.3711,-4.05,98,100,4.65,RU,1678052797
386,bilma,18.6853,12.9164,82.69,9,27,10.96,NE,1678052797
387,peace river,56.2501,-117.286,1.71,60,20,3.44,CA,1678052594
388,omsukchan,62.5333,155.8,-23.4,100,30,2.17,RU,1678052798
389,amapa,1.0,-52.0,74.08,99,96,3.44,BR,1678052798
390,padang,-0.9492,100.3543,76.42,87,100,3.83,ID,1678052799
391,sinop,41.7711,34.8709,45.95,92,100,2.71,TR,1678052799
392,buala,-8.145,159.5921,79.29,84,100,8.75,SB,1678052800
393,waitara,-38.925,174.25,67.23,58,18,15.97,NZ,1678052801
394,yigou,35.8114,114.3167,52.65,35,2,3.91,CN,1678052801
395,karpathos,35.507,27.2132,58.96,67,11,26.46,GR,1678052801
396,puerto rondon,6.2805,-71.1,94.32,35,65,6.58,CO,1678052802
397,pokhara,28.2333,83.9833,61.9,33,0,6.71,NP,1678052803
398,lentekhi,42.7856,42.7261,41.88,98,100,4.05,GE,1678052803
399,killybegs,54.6333,-8.45,44.51,85,89,5.35,IE,1678052804
400,severo-kurilsk,50.6789,156.125,30.74,82,89,6.62,RU,1678052804
401,iracoubo,5.4802,-53.2011,76.71,87,86,13.09,GF,1678052805
402,shizunai,42.3339,142.3669,35.22,74,3,2.17,JP,1678052805
403,talnakh,69.4865,88.3972,-14.8,97,100,6.6,RU,1678052806
404,san pietro vernotico,40.4853,17.9997,48.04,87,0,4.61,IT,1678052806
405,el alto,-4.2714,-81.2147,80.26,72,72,9.75,PE,1678052807
406,yoichi,43.2039,140.7703,35.4,78,8,10.94,JP,1678052807
407,teahupoo,-17.8333,-149.2667,73.36,81,98,18.5,PF,1678052808
408,bengkulu,-3.8004,102.2655,74.01,90,31,3.83,ID,1678052808
409,luau,-10.7073,22.2247,66.25,97,100,2.57,AO,1678052809
410,carballo,43.213,-8.691,50.86,84,99,2.93,ES,1678052809
411,buritizeiro,-17.3511,-44.9622,78.04,47,51,2.3,BR,1678052810
412,abadan,30.3392,48.3043,64.35,68,0,0.0,IR,1678052810
413,katsuura,35.1333,140.3,50.41,86,100,13.69,JP,1678052811
414,esil,51.9556,66.4042,24.1,92,61,19.46,KZ,1678052811
415,mackay,-21.15,149.2,77.68,72,94,9.8,AU,1678052610
416,barranca,-10.75,-77.7667,75.58,70,100,6.38,PE,1678052812
417,vysokaya gora,55.9128,49.3017,26.78,94,99,16.53,RU,1678052812
418,henties bay,-22.116,14.2845,63.93,83,0,15.75,NA,1678052692
419,thiruvananthapuram,8.4833,76.9167,80.58,78,20,0.0,IN,1678052704
420,kabompo,-13.5927,24.2008,64.96,96,97,2.15,ZM,1678052813
421,sterling,39.0062,-77.4286,63.46,31,40,16.11,US,1678052602
422,la cruz,23.9167,-106.9,75.63,41,0,10.33,MX,1678052814
423,kerrville,30.0474,-99.1403,82.54,31,0,12.66,US,1678052814
424,wanning,18.8003,110.3967,62.38,81,0,4.99,CN,1678052815
425,ca mau,9.1769,105.15,72.03,77,94,6.76,VN,1678052815
426,berlevag,70.8578,29.0864,15.75,57,30,23.02,NO,1678052685
427,sidi ali,36.0998,0.4206,54.28,57,100,10.67,DZ,1678052817
428,sangar,63.9242,127.4739,-5.55,99,100,2.13,RU,1678052817
